Régimen y estado;Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Periodo;Total
Viviendas: Total;Total Nacional;06 Cantabria;;2008M09;729
Viviendas: Total;Total Nacional;06 Cantabria;;2008M08;651
Viviendas: Total;Total Nacional;06 Cantabria;;2008M07;738
Viviendas: Total;Total Nacional;06 Cantabria;;2008M06;873
Viviendas: Total;Total Nacional;06 Cantabria;;2008M05;1.042
Viviendas: Total;Total Nacional;06 Cantabria;;2008M04;852
Viviendas: Total;Total Nacional;06 Cantabria;;2008M03;694
Viviendas: Total;Total Nacional;06 Cantabria;;2008M02;783
Viviendas: Total;Total Nacional;06 Cantabria;;2008M01;959
Viviendas: Total;Total Nacional;06 Cantabria;;2007M12;688
Viviendas: Total;Total Nacional;06 Cantabria;;2007M11;963
Viviendas: Total;Total Nacional;06 Cantabria;;2007M10;926
Viviendas: Total;Total Nacional;06 Cantabria;;2007M09;1.091
Viviendas: Total;Total Nacional;06 Cantabria;;2007M08;918
Viviendas: Total;Total Nacional;06 Cantabria;;2007M07;995
Viviendas: Total;Total Nacional;06 Cantabria;;2007M06;1.065
Viviendas: Total;Total Nacional;06 Cantabria;;2007M05;931
Viviendas: Total;Total Nacional;06 Cantabria;;2007M04;793
Viviendas: Total;Total Nacional;06 Cantabria;;2007M03;1.149
Viviendas: Total;Total Nacional;06 Cantabria;;2007M02;1.063
Viviendas: Total;Total Nacional;06 Cantabria;;2007M01;1.199
Viviendas: Total;Total Nacional;07 Castilla y León;;2024M03;1.788
Viviendas: Total;Total Nacional;07 Castilla y León;;2024M02;2.298
Viviendas: Total;Total Nacional;07 Castilla y León;;2024M01;2.860
Viviendas: Total;Total Nacional;07 Castilla y León;;2023M12;1.844
Viviendas: Total;Total Nacional;07 Castilla y León;;2023M11;2.186
Viviendas: Total;Total Nacional;07 Castilla y León;;2023M10;2.107
Viviendas: Total;Total Nacional;07 Castilla y León;;2023M09;2.096
Viviendas: Total;Total Nacional;07 Castilla y León;;2023M08;2.481
Viviendas: Total;Total Nacional;07 Castilla y León;;2023M07;2.220
Viviendas: Total;Total Nacional;07 Castilla y León;;2023M06;2.318
Viviendas: Total;Total Nacional;07 Castilla y León;;2023M05;2.583
Viviendas: Total;Total Nacional;07 Castilla y León;;2023M04;1.974
Viviendas: Total;Total Nacional;07 Castilla y León;;2023M03;2.553
Viviendas: Total;Total Nacional;07 Castilla y León;;2023M02;2.322
Viviendas: Total;Total Nacional;07 Castilla y León;;2023M01;2.361
Viviendas: Total;Total Nacional;07 Castilla y León;;2022M12;1.913
Viviendas: Total;Total Nacional;07 Castilla y León;;2022M11;2.371
Viviendas: Total;Total Nacional;07 Castilla y León;;2022M10;2.272
Viviendas: Total;Total Nacional;07 Castilla y León;;2022M09;2.391
Viviendas: Total;Total Nacional;07 Castilla y León;;2022M08;2.504
Viviendas: Total;Total Nacional;07 Castilla y León;;2022M07;2.486
Viviendas: Total;Total Nacional;07 Castilla y León;;2022M06;2.462
Viviendas: Total;Total Nacional;07 Castilla y León;;2022M05;2.393
Viviendas: Total;Total Nacional;07 Castilla y León;;2022M04;2.057
Viviendas: Total;Total Nacional;07 Castilla y León;;2022M03;2.631
Viviendas: Total;Total Nacional;07 Castilla y León;;2022M02;2.393
Viviendas: Total;Total Nacional;07 Castilla y León;;2022M01;2.115
Viviendas: Total;Total Nacional;07 Castilla y León;;2021M12;2.008
Viviendas: Total;Total Nacional;07 Castilla y León;;2021M11;2.310
Viviendas: Total;Total Nacional;07 Castilla y León;;2021M10;2.183
Viviendas: Total;Total Nacional;07 Castilla y León;;2021M09;2.526
Viviendas: Total;Total Nacional;07 Castilla y León;;2021M08;2.192
Viviendas: Total;Total Nacional;07 Castilla y León;;2021M07;2.180
Viviendas: Total;Total Nacional;07 Castilla y León;;2021M06;2.177
Viviendas: Total;Total Nacional;07 Castilla y León;;2021M05;2.055
Viviendas: Total;Total Nacional;07 Castilla y León;;2021M04;1.723
Viviendas: Total;Total Nacional;07 Castilla y León;;2021M03;2.011
Viviendas: Total;Total Nacional;07 Castilla y León;;2021M02;1.933
Viviendas: Total;Total Nacional;07 Castilla y León;;2021M01;1.741
Viviendas: Total;Total Nacional;07 Castilla y León;;2020M12;1.732
Viviendas: Total;Total Nacional;07 Castilla y León;;2020M11;1.962
Viviendas: Total;Total Nacional;07 Castilla y León;;2020M10;1.915
Viviendas: Total;Total Nacional;07 Castilla y León;;2020M09;1.809
Viviendas: Total;Total Nacional;07 Castilla y León;;2020M08;1.437
Viviendas: Total;Total Nacional;07 Castilla y León;;2020M07;1.407
Viviendas: Total;Total Nacional;07 Castilla y León;;2020M06;1.237
Viviendas: Total;Total Nacional;07 Castilla y León;;2020M05;915
Viviendas: Total;Total Nacional;07 Castilla y León;;2020M04;878
Viviendas: Total;Total Nacional;07 Castilla y León;;2020M03;1.406
Viviendas: Total;Total Nacional;07 Castilla y León;;2020M02;1.939
Viviendas: Total;Total Nacional;07 Castilla y León;;2020M01;1.800
Viviendas: Total;Total Nacional;07 Castilla y León;;2019M12;1.365
Viviendas: Total;Total Nacional;07 Castilla y León;;2019M11;1.589
Viviendas: Total;Total Nacional;07 Castilla y León;;2019M10;1.865
Viviendas: Total;Total Nacional;07 Castilla y León;;2019M09;1.431
Viviendas: Total;Total Nacional;07 Castilla y León;;2019M08;1.526
Viviendas: Total;Total Nacional;07 Castilla y León;;2019M07;1.946
Viviendas: Total;Total Nacional;07 Castilla y León;;2019M06;1.695
Viviendas: Total;Total Nacional;07 Castilla y León;;2019M05;2.140
Viviendas: Total;Total Nacional;07 Castilla y León;;2019M04;1.524
Viviendas: Total;Total Nacional;07 Castilla y León;;2019M03;1.802
Viviendas: Total;Total Nacional;07 Castilla y León;;2019M02;1.897
Viviendas: Total;Total Nacional;07 Castilla y León;;2019M01;1.935
Viviendas: Total;Total Nacional;07 Castilla y León;;2018M12;1.440
Viviendas: Total;Total Nacional;07 Castilla y León;;2018M11;1.699
Viviendas: Total;Total Nacional;07 Castilla y León;;2018M10;1.854
Viviendas: Total;Total Nacional;07 Castilla y León;;2018M09;1.775
Viviendas: Total;Total Nacional;07 Castilla y León;;2018M08;1.725
Viviendas: Total;Total Nacional;07 Castilla y León;;2018M07;1.754
Viviendas: Total;Total Nacional;07 Castilla y León;;2018M06;1.707
Viviendas: Total;Total Nacional;07 Castilla y León;;2018M05;1.874
Viviendas: Total;Total Nacional;07 Castilla y León;;2018M04;1.544
Viviendas: Total;Total Nacional;07 Castilla y León;;2018M03;1.570
Viviendas: Total;Total Nacional;07 Castilla y León;;2018M02;1.611
Viviendas: Total;Total Nacional;07 Castilla y León;;2018M01;1.967
Viviendas: Total;Total Nacional;07 Castilla y León;;2017M12;1.327
Viviendas: Total;Total Nacional;07 Castilla y León;;2017M11;1.712
Viviendas: Total;Total Nacional;07 Castilla y León;;2017M10;1.488
Viviendas: Total;Total Nacional;07 Castilla y León;;2017M09;1.427
Viviendas: Total;Total Nacional;07 Castilla y León;;2017M08;1.627
Viviendas: Total;Total Nacional;07 Castilla y León;;2017M07;1.426
Viviendas: Total;Total Nacional;07 Castilla y León;;2017M06;1.682
Viviendas: Total;Total Nacional;07 Castilla y León;;2017M05;1.784
Viviendas: Total;Total Nacional;07 Castilla y León;;2017M04;1.220
Viviendas: Total;Total Nacional;07 Castilla y León;;2017M03;1.733
Viviendas: Total;Total Nacional;07 Castilla y León;;2017M02;1.542
Viviendas: Total;Total Nacional;07 Castilla y León;;2017M01;1.612
Viviendas: Total;Total Nacional;07 Castilla y León;;2016M12;1.280
Viviendas: Total;Total Nacional;07 Castilla y León;;2016M11;1.448
Viviendas: Total;Total Nacional;07 Castilla y León;;2016M10;1.170
Viviendas: Total;Total Nacional;07 Castilla y León;;2016M09;1.418
Viviendas: Total;Total Nacional;07 Castilla y León;;2016M08;1.418
Viviendas: Total;Total Nacional;07 Castilla y León;;2016M07;1.337
Viviendas: Total;Total Nacional;07 Castilla y León;;2016M06;1.346
Viviendas: Total;Total Nacional;07 Castilla y León;;2016M05;1.770
Viviendas: Total;Total Nacional;07 Castilla y León;;2016M04;1.427
Viviendas: Total;Total Nacional;07 Castilla y León;;2016M03;1.243
Viviendas: Total;Total Nacional;07 Castilla y León;;2016M02;1.403
Viviendas: Total;Total Nacional;07 Castilla y León;;2016M01;1.452
Viviendas: Total;Total Nacional;07 Castilla y León;;2015M12;1.125
Viviendas: Total;Total Nacional;07 Castilla y León;;2015M11;1.214
Viviendas: Total;Total Nacional;07 Castilla y León;;2015M10;1.115
Viviendas: Total;Total Nacional;07 Castilla y León;;2015M09;1.339
Viviendas: Total;Total Nacional;07 Castilla y León;;2015M08;1.210
Viviendas: Total;Total Nacional;07 Castilla y León;;2015M07;1.526
Viviendas: Total;Total Nacional;07 Castilla y León;;2015M06;1.272
Viviendas: Total;Total Nacional;07 Castilla y León;;2015M05;1.259
Viviendas: Total;Total Nacional;07 Castilla y León;;2015M04;1.094
Viviendas: Total;Total Nacional;07 Castilla y León;;2015M03;1.228
Viviendas: Total;Total Nacional;07 Castilla y León;;2015M02;1.397
Viviendas: Total;Total Nacional;07 Castilla y León;;2015M01;1.447
Viviendas: Total;Total Nacional;07 Castilla y León;;2014M12;1.126
Viviendas: Total;Total Nacional;07 Castilla y León;;2014M11;1.188
Viviendas: Total;Total Nacional;07 Castilla y León;;2014M10;1.197
Viviendas: Total;Total Nacional;07 Castilla y León;;2014M09;1.231
Viviendas: Total;Total Nacional;07 Castilla y León;;2014M08;1.258
Viviendas: Total;Total Nacional;07 Castilla y León;;2014M07;1.267
Viviendas: Total;Total Nacional;07 Castilla y León;;2014M06;1.052
Viviendas: Total;Total Nacional;07 Castilla y León;;2014M05;1.129
Viviendas: Total;Total Nacional;07 Castilla y León;;2014M04;1.067
Viviendas: Total;Total Nacional;07 Castilla y León;;2014M03;1.098
Viviendas: Total;Total Nacional;07 Castilla y León;;2014M02;1.357
Viviendas: Total;Total Nacional;07 Castilla y León;;2014M01;1.352
Viviendas: Total;Total Nacional;07 Castilla y León;;2013M12;1.037
Viviendas: Total;Total Nacional;07 Castilla y León;;2013M11;995
Viviendas: Total;Total Nacional;07 Castilla y León;;2013M10;1.108
Viviendas: Total;Total Nacional;07 Castilla y León;;2013M09;977
Viviendas: Total;Total Nacional;07 Castilla y León;;2013M08;1.014
Viviendas: Total;Total Nacional;07 Castilla y León;;2013M07;1.140
Viviendas: Total;Total Nacional;07 Castilla y León;;2013M06;1.195
Viviendas: Total;Total Nacional;07 Castilla y León;;2013M05;1.127
Viviendas: Total;Total Nacional;07 Castilla y León;;2013M04;1.001
Viviendas: Total;Total Nacional;07 Castilla y León;;2013M03;1.130
Viviendas: Total;Total Nacional;07 Castilla y León;;2013M02;1.991
Viviendas: Total;Total Nacional;07 Castilla y León;;2013M01;1.998
Viviendas: Total;Total Nacional;07 Castilla y León;;2012M12;1.086
Viviendas: Total;Total Nacional;07 Castilla y León;;2012M11;1.313
Viviendas: Total;Total Nacional;07 Castilla y León;;2012M10;1.254
Viviendas: Total;Total Nacional;07 Castilla y León;;2012M09;1.269
Viviendas: Total;Total Nacional;07 Castilla y León;;2012M08;1.348
Viviendas: Total;Total Nacional;07 Castilla y León;;2012M07;1.356
Viviendas: Total;Total Nacional;07 Castilla y León;;2012M06;1.173
Viviendas: Total;Total Nacional;07 Castilla y León;;2012M05;1.444
Viviendas: Total;Total Nacional;07 Castilla y León;;2012M04;1.163
Viviendas: Total;Total Nacional;07 Castilla y León;;2012M03;1.201
Viviendas: Total;Total Nacional;07 Castilla y León;;2012M02;1.649
Viviendas: Total;Total Nacional;07 Castilla y León;;2012M01;1.761
Viviendas: Total;Total Nacional;07 Castilla y León;;2011M12;1.193
Viviendas: Total;Total Nacional;07 Castilla y León;;2011M11;1.597
Viviendas: Total;Total Nacional;07 Castilla y León;;2011M10;1.251
Viviendas: Total;Total Nacional;07 Castilla y León;;2011M09;1.309
Viviendas: Total;Total Nacional;07 Castilla y León;;2011M08;1.462
Viviendas: Total;Total Nacional;07 Castilla y León;;2011M07;1.134
Viviendas: Total;Total Nacional;07 Castilla y León;;2011M06;1.394
Viviendas: Total;Total Nacional;07 Castilla y León;;2011M05;1.567
Viviendas: Total;Total Nacional;07 Castilla y León;;2011M04;1.361
Viviendas: Total;Total Nacional;07 Castilla y León;;2011M03;1.708
Viviendas: Total;Total Nacional;07 Castilla y León;;2011M02;2.771
Viviendas: Total;Total Nacional;07 Castilla y León;;2011M01;2.810
Viviendas: Total;Total Nacional;07 Castilla y León;;2010M12;1.701
Viviendas: Total;Total Nacional;07 Castilla y León;;2010M11;1.713
Viviendas: Total;Total Nacional;07 Castilla y León;;2010M10;1.508
Viviendas: Total;Total Nacional;07 Castilla y León;;2010M09;1.773
Viviendas: Total;Total Nacional;07 Castilla y León;;2010M08;2.382
Viviendas: Total;Total Nacional;07 Castilla y León;;2010M07;2.426
Viviendas: Total;Total Nacional;07 Castilla y León;;2010M06;2.134
Viviendas: Total;Total Nacional;07 Castilla y León;;2010M05;2.495
Viviendas: Total;Total Nacional;07 Castilla y León;;2010M04;2.133
Viviendas: Total;Total Nacional;07 Castilla y León;;2010M03;2.238
Viviendas: Total;Total Nacional;07 Castilla y León;;2010M02;2.351
Viviendas: Total;Total Nacional;07 Castilla y León;;2010M01;2.136
Viviendas: Total;Total Nacional;07 Castilla y León;;2009M12;1.727
Viviendas: Total;Total Nacional;07 Castilla y León;;2009M11;2.184
Viviendas: Total;Total Nacional;07 Castilla y León;;2009M10;1.781
Viviendas: Total;Total Nacional;07 Castilla y León;;2009M09;1.984
Viviendas: Total;Total Nacional;07 Castilla y León;;2009M08;1.914
Viviendas: Total;Total Nacional;07 Castilla y León;;2009M07;2.103
Viviendas: Total;Total Nacional;07 Castilla y León;;2009M06;1.780
Viviendas: Total;Total Nacional;07 Castilla y León;;2009M05;1.902
Viviendas: Total;Total Nacional;07 Castilla y León;;2009M04;1.583
Viviendas: Total;Total Nacional;07 Castilla y León;;2009M03;1.861
Viviendas: Total;Total Nacional;07 Castilla y León;;2009M02;1.976
Viviendas: Total;Total Nacional;07 Castilla y León;;2009M01;1.945
Viviendas: Total;Total Nacional;07 Castilla y León;;2008M12;1.865
Viviendas: Total;Total Nacional;07 Castilla y León;;2008M11;2.244
Viviendas: Total;Total Nacional;07 Castilla y León;;2008M10;2.353
Viviendas: Total;Total Nacional;07 Castilla y León;;2008M09;2.406
Viviendas: Total;Total Nacional;07 Castilla y León;;2008M08;2.093
Viviendas: Total;Total Nacional;07 Castilla y León;;2008M07;2.384
Viviendas: Total;Total Nacional;07 Castilla y León;;2008M06;2.260
Viviendas: Total;Total Nacional;07 Castilla y León;;2008M05;2.722
Viviendas: Total;Total Nacional;07 Castilla y León;;2008M04;3.018
Viviendas: Total;Total Nacional;07 Castilla y León;;2008M03;2.674
Viviendas: Total;Total Nacional;07 Castilla y León;;2008M02;3.245
Viviendas: Total;Total Nacional;07 Castilla y León;;2008M01;3.205
Viviendas: Total;Total Nacional;07 Castilla y León;;2007M12;2.665
Viviendas: Total;Total Nacional;07 Castilla y León;;2007M11;3.180
Viviendas: Total;Total Nacional;07 Castilla y León;;2007M10;3.178
Viviendas: Total;Total Nacional;07 Castilla y León;;2007M09;2.796
Viviendas: Total;Total Nacional;07 Castilla y León;;2007M08;3.413
Viviendas: Total;Total Nacional;07 Castilla y León;;2007M07;3.097
Viviendas: Total;Total Nacional;07 Castilla y León;;2007M06;3.091
Viviendas: Total;Total Nacional;07 Castilla y León;;2007M05;3.871
Viviendas: Total;Total Nacional;07 Castilla y León;;2007M04;3.365
Viviendas: Total;Total Nacional;07 Castilla y León;;2007M03;3.787
Viviendas: Total;Total Nacional;07 Castilla y León;;2007M02;3.529
Viviendas: Total;Total Nacional;07 Castilla y León;;2007M01;4.492
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2024M03;1.836
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2024M02;2.351
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2024M01;2.690
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2023M12;1.845
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2023M11;2.194
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2023M10;2.012
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2023M09;2.158
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2023M08;2.243
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2023M07;2.214
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2023M06;2.361
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2023M05;2.364
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2023M04;1.896
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2023M03;2.231
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2023M02;2.082
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2023M01;2.138
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2022M12;1.785
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2022M11;2.138
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2022M10;1.953
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2022M09;2.337
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2022M08;2.263
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2022M07;2.383
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2022M06;2.373
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2022M05;2.596
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2022M04;2.048
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2022M03;2.503
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2022M02;2.268
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2022M01;2.217
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2021M12;2.032
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2021M11;1.983
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2021M10;2.002
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2021M09;2.146
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2021M08;1.992
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2021M07;2.228
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2021M06;2.060
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2021M05;1.774
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2021M04;1.765
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2021M03;1.960
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2021M02;1.777
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2021M01;1.703
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2020M12;1.574
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2020M11;1.968
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2020M10;1.700
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2020M09;1.754
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2020M08;1.353
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2020M07;1.477
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2020M06;1.130
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2020M05;761
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2020M04;690
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2020M03;1.543
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2020M02;1.808
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2020M01;1.907
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2019M12;1.458
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2019M11;1.533
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2019M10;1.839
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2019M09;1.494
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2019M08;1.212
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2019M07;2.101
Viviendas: Total;Total Nacional;08 Castilla - La Mancha;;2019M06;1.601
