Tipo de alojamiento;Total Nacional;Comunidades y Ciudades Autónomas;Residencia: Nivel 1;Residencia: Nivel 2;Viajeros y pernoctaciones;Periodo;Total
Encuesta de Ocupación Hotelera;Total Nacional;;Total;;Pernoctaciones;2001M03;14.516.657
Encuesta de Ocupación Hotelera;Total Nacional;;Total;;Pernoctaciones;2001M02;11.753.586
Encuesta de Ocupación Hotelera;Total Nacional;;Total;;Pernoctaciones;2001M01;10.132.886
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2024M06;5.810.940
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2024M05;5.674.717
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2024M04;4.837.027
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2024M03;4.206.108
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2024M02;3.010.307
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2024M01;2.275.188
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2023M12;2.631.343
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2023M11;2.936.552
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2023M10;5.098.875
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2023M09;6.002.929
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2023M08;7.410.119
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2023M07;6.684.443
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2023M06;5.606.917
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2023M05;5.089.138
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2023M04;4.825.981
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2023M03;3.361.190
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2023M02;2.551.524
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2023M01;2.093.794
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2022M12;2.217.856
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2022M11;2.568.134
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2022M10;4.588.507
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2022M09;5.716.205
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2022M08;7.285.972
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2022M07;6.515.807
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2022M06;5.465.281
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2022M05;4.929.904
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2022M04;4.411.625
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2022M03;2.835.322
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2022M02;2.149.204
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2022M01;1.463.661
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2021M12;1.833.148
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2021M11;2.188.896
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2021M10;3.805.650
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2021M09;4.696.783
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2021M08;6.428.333
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2021M07;5.164.750
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2021M06;2.907.567
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2021M05;1.302.485
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2021M04;549.272
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2021M03;496.722
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2021M02;342.114
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2021M01;366.103
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2020M12;374.644
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2020M11;327.138
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2020M10;994.199
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2020M09;1.787.489
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2020M08;3.582.193
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2020M07;2.488.331
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2020M06;392.971
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2020M05;40.898
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2020M04;0
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2020M03;1.491.694
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2020M02;3.000.031
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2020M01;2.345.424
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2019M12;2.467.506
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2019M11;2.798.134
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2019M10;4.788.946
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2019M09;6.048.766
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2019M08;7.587.225
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2019M07;6.752.488
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2019M06;5.756.916
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2019M05;5.208.515
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2019M04;4.782.167
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2019M03;3.758.094
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2019M02;2.668.568
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2019M01;2.230.519
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2018M12;2.392.356
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2018M11;2.749.069
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2018M10;4.871.026
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2018M09;5.933.795
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2018M08;7.257.235
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2018M07;6.575.166
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2018M06;5.558.307
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2018M05;5.030.188
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2018M04;4.455.071
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2018M03;3.750.184
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2018M02;2.580.242
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2018M01;2.127.463
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2017M12;2.314.425
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2017M11;2.578.730
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2017M10;4.923.433
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2017M09;5.938.714
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2017M08;7.106.106
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2017M07;6.567.798
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2017M06;5.547.936
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2017M05;4.880.292
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2017M04;4.787.905
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2017M03;3.380.964
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2017M02;2.491.926
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2017M01;2.042.959
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2016M12;2.193.025
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2016M11;2.483.438
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2016M10;4.848.164
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2016M09;5.789.772
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2016M08;7.155.098
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2016M07;6.582.257
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2016M06;5.270.870
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2016M05;4.805.217
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2016M04;4.056.550
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2016M03;3.757.040
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2016M02;2.618.423
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2016M01;1.995.120
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2015M12;2.110.511
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2015M11;2.275.900
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2015M10;4.293.966
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2015M09;5.507.759
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2015M08;7.014.511
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2015M07;6.167.278
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2015M06;4.956.350
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2015M05;4.385.688
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2015M04;3.947.161
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2015M03;3.039.305
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2015M02;2.317.982
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2015M01;1.766.451
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2014M12;1.906.017
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2014M11;2.091.837
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2014M10;4.009.987
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2014M09;5.292.118
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2014M08;6.773.374
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2014M07;5.638.947
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2014M06;4.706.211
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2014M05;4.215.472
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2014M04;3.902.139
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2014M03;2.752.140
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2014M02;2.097.987
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2014M01;1.639.998
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2013M12;1.733.854
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2013M11;2.027.735
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2013M10;3.742.532
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2013M09;5.029.735
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2013M08;6.489.092
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2013M07;5.578.605
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2013M06;4.490.336
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2013M05;4.074.375
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2013M04;3.367.883
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2013M03;3.052.779
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2013M02;1.998.528
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2013M01;1.476.480
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2012M12;1.578.279
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2012M11;1.814.044
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2012M10;3.427.587
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2012M09;4.616.975
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2012M08;5.951.432
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2012M07;5.359.594
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2012M06;4.303.197
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2012M05;3.647.341
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2012M04;3.802.885
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2012M03;2.828.698
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2012M02;2.195.732
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2012M01;1.656.000
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2011M12;1.792.426
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2011M11;2.063.289
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2011M10;3.593.556
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2011M09;4.696.205
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2011M08;6.070.413
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2011M07;5.450.266
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2011M06;4.390.265
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2011M05;3.683.939
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2011M04;3.921.088
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2011M03;2.888.739
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2011M02;2.193.849
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2011M01;1.619.297
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2010M12;1.733.270
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2010M11;2.082.426
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2010M10;3.610.223
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2010M09;4.513.179
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2010M08;6.040.867
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2010M07;5.297.968
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2010M06;4.045.961
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2010M05;3.671.512
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2010M04;3.518.064
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2010M03;2.786.491
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2010M02;2.075.069
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2010M01;1.581.940
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2009M12;1.721.423
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2009M11;2.075.597
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2009M10;3.456.797
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2009M09;4.337.367
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2009M08;5.928.809
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2009M07;5.244.430
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2009M06;4.150.969
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2009M05;3.671.941
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2009M04;3.516.978
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2009M03;2.701.076
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2009M02;2.155.709
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2009M01;1.720.119
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2008M12;1.889.267
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2008M11;2.206.981
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2008M10;3.609.583
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2008M09;4.750.159
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2008M08;6.108.403
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2008M07;5.386.651
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2008M06;4.256.539
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2008M05;4.212.308
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2008M04;3.548.134
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2008M03;3.557.838
Encuesta de Ocupación Hotelera;Total Nacional;01 Andalucía;Total;;Pernoctaciones;2008M02;2.595.883
